,logFC,logCPM,PValue,FDR
YOR070C,0.60214507,6.23152175,0.000118177,0.000446807
YJL132W,0.568211263,5.340307806,0.000120622,0.000455761
YDL159W,0.585507182,5.554276786,0.000121976,0.000460582
YOL152W,-0.971896944,4.050437119,0.00012293,0.000463888
YJR127C,0.382556481,7.664666784,0.000124005,0.000467645
YNL182C,-1.072108595,5.261746181,0.000124597,0.000469581
YOL005C,0.469205834,6.630215316,0.000125654,0.000473262
YHR171W,0.571626756,5.505778082,0.000125949,0.000474072
YLR057W,0.638926499,5.421294166,0.000126063,0.000474199
YMR049C,-0.901449939,5.96684978,0.000127106,0.000477818
YKL135C,0.438570336,7.03730437,0.000127745,0.000479916
YER018C,0.494990656,6.497461918,0.000128131,0.000481061
YNL312W,0.453496792,6.414694023,0.000129485,0.000485837
YIL050W,0.505551638,6.379895334,0.000129671,0.000486227
YBL045C,0.419481475,7.77969679,0.000131015,0.000490954
YNL317W,0.556710455,5.506293066,0.000131451,0.000492277
YGR109W-B,0.503475714,6.547326075,0.000132604,0.000496278
YGL084C,0.425080029,6.510552376,0.000132939,0.000497219
YOR330C,0.53578675,6.755588169,0.00013341,0.000498664
YBR025C,-0.394264686,9.117991652,0.00013382,0.000499881
YER052C,-0.396173649,7.5807528,0.000133974,0.00050014
YDL130W-A,0.562527628,5.633962756,0.000137112,0.000511533
YOL121C,-0.280136348,9.649977311,0.000137964,0.000514386
YJR063W,-0.88598709,5.025545616,0.000138301,0.00051532
YIL144W,0.661178039,5.622759398,0.000139098,0.000517961
YKR067W,0.461260803,7.27889502,0.000140803,0.000523561
YBL011W,0.367132023,7.532156357,0.000140839,0.000523561
YDR379W,0.451748848,6.858101489,0.000140867,0.000523561
YDR306C,0.599846719,6.011915539,0.000141102,0.000524106
YLR138W,0.341693879,8.052480159,0.000142057,0.000527275
YLR229C,0.328502958,7.95263359,0.000142134,0.000527275
YDR496C,-1.030469365,6.086263953,0.000142229,0.000527298
YCR082W,0.443582163,6.347386168,0.00014436,0.000534662
YOL010W,-1.276922203,4.381561455,0.000144396,0.000534662
YMR162C,0.463396691,6.706439932,0.000145674,0.000539058
YER127W,-1.022594754,4.743302819,0.000146363,0.000541269
YLR045C,0.472783239,6.525672085,0.00014742,0.000544836
YOL038W,0.35864904,8.540290525,0.00014784,0.00054605
YDL067C,0.667123433,5.675319662,0.000148502,0.00054815
YMR198W,0.568978731,5.354482111,0.000148605,0.000548189
YLR341W,1.327228081,3.223527763,0.000149362,0.000550637
YPR004C,0.401821693,6.97207894,0.00014971,0.000551309
YDR490C,0.444176062,6.353604214,0.00014973,0.000551309
YOR075W,0.801222998,5.092780282,0.0001502,0.000552695
YHR073W,0.37431321,7.481619086,0.000151825,0.000558327
YHR111W,0.471595343,5.944355479,0.000152029,0.000558731
YDL153C,-0.526441755,6.990702016,0.000152959,0.0005618
YDR041W,0.500848461,6.355755204,0.000153069,0.000561853
YIL033C,0.337750774,8.189164234,0.000153412,0.000562764
YPR112C,-1.001604497,5.792037662,0.000154493,0.000566377
YFL026W,-0.576778222,7.749394033,0.000154662,0.000566485
YOR332W,0.408976318,9.443484469,0.000154714,0.000566485
YDL223C,0.568932702,5.800009217,0.0001559,0.000570477
YGL226W,0.708807337,5.079663992,0.000156631,0.000572683
YBR062C,0.496006784,5.65105085,0.000156697,0.000572683
YHL028W,0.524363946,5.818042644,0.000157908,0.000576754
YKL034W,0.495550646,6.347883053,0.000158707,0.000579316
YLR351C,0.375124717,7.574985977,0.000159016,0.000580086
YDR469W,0.589547986,5.573097252,0.000159694,0.0005822
YNL006W,0.48196115,6.231842279,0.00016085,0.000586054
YIL135C,0.418343539,6.975079244,0.000162334,0.000591096
YGL049C,0.393022467,7.556989872,0.000166791,0.000606953
YGL222C,0.914429806,4.342480855,0.000167277,0.000608345
YDR052C,0.582815566,6.704016433,0.000168135,0.00061109
YER048W-A,0.563508534,5.531814854,0.000171573,0.000623202
YNL330C,0.374835405,7.09353189,0.000172033,0.000624491
YDL083C,-0.334027407,9.859709312,0.000174478,0.000632977
YDR475C,0.393376743,6.956734746,0.000175536,0.000636424
YNL307C,0.403071364,7.229205416,0.000176604,0.000639906
YFR004W,0.33316353,8.225973165,0.000179812,0.000651132
YGL154C,0.709306177,5.14353141,0.000180544,0.000653381
YJR026W,5.850212315,2.193869905,0.000181187,0.000654507
YLR227W-A,5.850212315,2.193869905,0.000181187,0.000654507
YML040W,5.850212315,2.193869905,0.000181187,0.000654507
YPL016W,0.944536291,5.617658877,0.000182548,0.00065902
YCR030C,0.370672953,7.113419438,0.000182917,0.00065995
YLR457C,0.94801913,4.348478947,0.000183379,0.000661201
YLR006C,0.462192001,6.889701782,0.000183487,0.000661201
YDL222C,1.194752118,3.593043533,0.000184118,0.00066307
YDL099W,0.460265106,6.976779123,0.000184945,0.000665644
YLR118C,0.499130417,5.922650234,0.000185168,0.000666042
YDR310C,0.412359027,6.776071699,0.000186008,0.000668656
YGR019W,0.410804954,7.381914655,0.000186194,0.000668918
YJR041C,-0.930134599,5.102317144,0.000186542,0.000669481
YKR024C,-1.16441868,4.162827961,0.000186577,0.000669481
YML022W,-0.451255569,7.130575938,0.000188396,0.0006756
YAL022C,0.422204378,7.026754672,0.000188856,0.000676839
YDL103C,0.428997802,6.295060392,0.00018971,0.000679488
YLR459W,0.559010757,5.91670665,0.000192046,0.00068744
YHR012W,0.462354001,6.467481386,0.000192629,0.000689108
YKR070W,0.469262596,6.403854047,0.000193182,0.000690669
YNL172W,0.50458399,5.521688711,0.000193593,0.000691722
YGR127W,0.562890991,5.53747069,0.000193763,0.000691909
YKL207W,0.412463076,7.977096861,0.000196168,0.000700076
YIL017C,0.383434958,7.236228389,0.000196496,0.000700824
YDR016C,0.648641433,5.211067092,0.000197265,0.000703144
YCL056C,0.768091767,4.953644777,0.000197966,0.000705218
YNL161W,0.412092617,6.778549583,0.000198716,0.000707225
YDR150W,0.377462621,7.502412556,0.000198769,0.000707225
YPL090C,-0.297710704,10.42591763,0.000199483,0.000709339
YMR088C,0.441787715,6.681432159,0.000199737,0.000709816
YDL144C,0.480384792,6.793521106,0.00020032,0.000711459
YPL155C,0.511236658,5.785166536,0.000202053,0.000717186
YLL062C,0.866443839,4.345311321,0.000202395,0.00071797
YOR337W,0.843744991,4.544872165,0.0002028,0.000718882
YOL009C,0.695795968,4.907171383,0.000202895,0.000718882
YBR213W,0.79658213,4.305361478,0.000205804,0.000728751
YPL009C,0.441481661,7.339437294,0.000206142,0.000729511
YLR208W,0.328818804,7.84963947,0.000206877,0.000731673
YOR293W,-0.333044459,9.82966828,0.000207259,0.000732586
YGL180W,0.54983474,5.567383869,0.000207387,0.000732603
YOR245C,0.543825527,5.996182545,0.000208109,0.000734715
YNL130C,0.442727825,6.372859324,0.000208875,0.000736978
YMR051C,2.490169216,5.713284706,0.000211603,0.000745798
YER159C-A,2.490169346,5.713284706,0.000211627,0.000745798
YBR204C,0.515252454,5.878252486,0.000215369,0.000758533
YER012W,0.32721706,7.792850037,0.000215781,0.000759532
YEL025C,0.473156233,6.309789927,0.000218074,0.000767148
YDR286C,0.762880304,4.359917207,0.000219496,0.000771691
YJR113C,0.400665754,7.004054867,0.000221377,0.000777841
YDR450W,-0.29393982,10.14713718,0.000221808,0.000778893
YOR343W-A,1.692053474,4.955782645,0.000222161,0.000779564
YOR349W,0.601289484,5.279864382,0.000222262,0.000779564
YPR151C,1.706982335,2.625173325,0.000222841,0.000781131
YNL052W,0.426055908,7.010749606,0.000223198,0.000781387
YBR184W,1.820390985,2.512929638,0.00022329,0.000781387
YMR099C,0.376325384,7.01920215,0.00022331,0.000781387
YOR022C,0.601179476,5.113026166,0.00022373,0.000782394
YOL025W,0.692401141,5.020911686,0.000224052,0.000783056
YHR016C,0.423076807,7.207510494,0.000224399,0.000783708
YBR055C,0.694587339,5.795976844,0.000224503,0.000783708
YDR123C,0.887776412,4.873339237,0.000230601,0.000804519
YOR272W,-0.669467649,5.941970181,0.000231717,0.000807939
YGL172W,0.4078059,6.930627458,0.000234427,0.000816906
YMR012W,-0.329283002,8.102789014,0.000235002,0.000818427
YPL012W,-1.144632455,6.189759852,0.000235466,0.000819559
YDL044C,0.775971797,4.352914283,0.00023635,0.000822155
YEL043W,0.37426605,7.096432544,0.00023669,0.000822852
YOR064C,0.822362281,4.658645484,0.00023865,0.000829179
YOR231W,0.559010893,6.070545493,0.000239092,0.000830228
YEL017W,0.44864426,5.970201791,0.000240666,0.000835203
YDR480W,0.600557257,5.322277368,0.00024204,0.000839196
YNR075W,-0.907199139,4.046641526,0.00024219,0.000839196
YPL240C,-0.427033301,7.285433626,0.000242242,0.000839196
YML124C,0.310759943,8.236471816,0.000243771,0.000843997
YDL206W,0.786438995,5.536326838,0.00024409,0.000844609
YDL063C,-1.204502625,4.286510817,0.000246242,0.000851556
YNL225C,1.049800905,5.281144581,0.000246967,0.000853565
YDR165W,-0.783124594,5.717347546,0.000247571,0.000855154
YFR016C,0.423027799,7.238098295,0.000248177,0.000856745
YDL078C,0.320396396,8.00404288,0.0002492,0.000859776
YOR326W,0.380333566,8.022392617,0.000249623,0.000860736
YML029W,0.435172934,6.443146314,0.000250889,0.000864192
YKL146W,0.394354563,7.137045462,0.000250918,0.000864192
YIL076W,0.354107027,7.619296502,0.000251753,0.000866563
YGL100W,0.409984049,6.676191648,0.000251923,0.000866645
YGL136C,0.697132467,4.722197707,0.000253906,0.000872957
YLR244C,-0.515593835,7.838506946,0.000255274,0.000877154
YLL028W,-0.536193012,5.849970197,0.000259055,0.000889629
YGR141W,0.41490313,6.368649985,0.000259637,0.000890894
YER014W,0.585562062,5.776669999,0.000259725,0.000890894
YPR093C,0.534661343,5.973191902,0.000260097,0.000891654
YGR038C-B,-2.728616392,7.190302511,0.000261373,0.00089551
YMR115W,0.56765656,5.816704373,0.000262009,0.00089717
YNL301C,-0.512894355,7.457400489,0.000262995,0.000900024
YPL116W,0.499806855,6.248415315,0.000264451,0.000904483
YML048W,0.345940466,8.436535604,0.000265468,0.000907436
YDR090C,0.469784747,5.858650684,0.000268102,0.000915912
YHR070W,-0.477085144,5.639532984,0.000268598,0.000917078
YML052W,0.387950623,7.332391541,0.000270346,0.000922513
YBR189W,-0.320656787,10.48598754,0.000272443,0.000929132
YPR016C,-0.437239099,7.953552137,0.000273768,0.000933115
YJR096W,0.470051099,6.536487213,0.000274676,0.00093567
YOR362C,0.317830871,8.686697448,0.000274957,0.000936087
YKL196C,0.33544629,7.545562909,0.000275423,0.000937134
YML054C,0.739894004,4.606208062,0.000277247,0.000942798
YLR270W,0.422030601,6.73240701,0.000278083,0.000945099
YDR530C,0.43593851,6.771331192,0.000279582,0.000949647
YMR155W,0.556843532,5.73280709,0.000279807,0.000949866
YDR174W,0.354276,8.107393874,0.000280015,0.000950028
YDR361C,-0.663675523,5.614315577,0.000281998,0.000956206
YLR100W,0.330799891,7.632945407,0.000284995,0.000965815
YPL180W,0.50146924,6.075330048,0.000288565,0.000977353
YKR104W,1.345313892,3.006324398,0.000294681,0.000997497
YMR035W,0.582606759,5.250787984,0.000298194,0.001008815
YPR155C,0.636329786,5.703655941,0.000301308,0.001018765
YGR205W,0.484238912,6.235543522,0.00030258,0.001022481
YMR054W,0.333297992,7.864613482,0.000304561,0.001028587
YLR212C,0.490328527,5.545246791,0.000305241,0.001030297
YOR103C,0.561520579,5.834773309,0.000308122,0.001039428
YNL231C,-0.591907799,6.789628152,0.000309202,0.001042477
YKR031C,0.387313582,6.638180864,0.000309752,0.001043736
YCR042C,0.444942866,6.820312529,0.000313711,0.001056477
YDL115C,0.519021706,5.965653552,0.000314033,0.001056959
YLR077W,0.438156752,6.430948051,0.000314759,0.0010588
YHR195W,0.401561552,7.084804692,0.00031624,0.001062828
YDR145W,0.370037084,7.227183003,0.000316316,0.001062828
YDR385W,-0.255275628,11.58373851,0.000317125,0.001064944
YGL174W,0.752069834,4.644451826,0.000317907,0.001066962
YFL024C,0.432766591,6.448467414,0.000319336,0.00107115
YDR027C,0.425737714,6.454195601,0.000320373,0.00107402
YOL097C,-0.333387543,7.965441073,0.000320802,0.001074849
YNL322C,0.477047352,8.10708769,0.000321279,0.001075838
YOR138C,0.390562669,7.044341079,0.000325518,0.001089416
YLR206W,0.34060177,8.244787086,0.000331034,0.00110725
YIR018W,0.752444012,4.583985714,0.000331733,0.001108964
YHR088W,-0.983985317,4.98417094,0.000332166,0.001109783
YKL064W,0.29831127,7.926193281,0.000334113,0.001115658
YHR208W,-0.264808794,9.187110655,0.000334308,0.001115681
YIL122W,0.591903477,5.802419978,0.00033454,0.001115823
YGL048C,0.303649714,8.418112377,0.000336399,0.001121392
YER104W,0.93510317,3.774004553,0.000337458,0.001124291
YMR107W,1.54115104,2.804567904,0.000337718,0.001124524
YNL091W,0.325407923,7.86582196,0.000338415,0.00112621
YBR105C,0.512709008,6.724415481,0.000339752,0.001130024
YOL113W,0.401277176,6.943897425,0.000345347,0.001147987
YGR046W,0.51344566,5.878262408,0.00034583,0.001148321
YOR004W,-0.875923083,4.956693878,0.000345835,0.001148321
YBR138C,0.706976358,4.841592637,0.000352518,0.001169852
YER014C-A,0.900452417,4.52215034,0.000353547,0.001172477
YKR090W,0.405278447,6.374205945,0.000353705,0.001172477
YLR104W,0.565379841,5.49963371,0.000356772,0.001180908
YDR147W,0.658110028,5.28493408,0.000356845,0.001180908
YKR091W,-0.428889197,6.93775743,0.000356847,0.001180908
YPL168W,0.628774016,5.476340226,0.000359457,0.001188882
YPL161C,0.663192688,5.332939409,0.000362315,0.001197664
YPR033C,0.307121833,8.336581174,0.000363006,0.001199278
YMR217W,-0.395965619,8.677616816,0.000365861,0.001208035
YDR261C-C,5.566440079,2.062030604,0.000367808,0.001213788
YGR023W,0.457260905,6.772592825,0.000369083,0.001217316
YKL022C,0.46137806,5.683381553,0.000372074,0.001226496
YLR426W,0.464432714,5.666624135,0.000372516,0.001227271
YOL004W,0.292749529,8.091335699,0.000372857,0.001227709
YER177W,0.302165628,10.17200343,0.000373449,0.001228976
YJR054W,0.6246985,5.260518209,0.000378306,0.001244266
YMR144W,0.744413256,4.877772608,0.000378711,0.001244907
YPR154W,0.52812951,6.625987442,0.000380963,0.001251615
YDR182W,0.457569844,6.947397675,0.000389379,0.001278556
YOR321W,0.404949873,6.662874349,0.000391305,0.001284166
YER021W,0.424408126,7.890491872,0.000391829,0.001284869
YNR013C,0.319585458,7.634231815,0.000391953,0.001284869
YDL216C,0.542897122,5.302387768,0.000394509,0.00129253
YCR050C,0.563293651,5.445486238,0.000397,0.001299971
YBR057C,0.490875491,6.533132173,0.000400327,0.001310141
YMR020W,0.437353878,6.52059279,0.00040065,0.001310475
YFL005W,0.313278517,7.821092606,0.000407535,0.001331856
YGL080W,0.758055141,6.105671028,0.000407638,0.001331856
YDR383C,0.758397542,5.003538334,0.00040831,0.001333316
YNL062C,-1.023237564,4.962132868,0.000409208,0.001335511
YPL070W,0.46281016,6.775444848,0.000411787,0.00134319
YPR024W,0.35140956,7.350371312,0.000414316,0.001350396
YNR003C,-0.618134311,5.147790742,0.000414511,0.001350396
YKL140W,0.350794412,6.950678129,0.000414681,0.001350396
YOR228C,0.530521908,5.154386297,0.000416792,0.001356521
YDL095W,0.319828167,8.15171025,0.000417131,0.001356881
YOR281C,0.494011623,6.62290674,0.000419619,0.001364222
YNL031C,0.514565153,9.704114841,0.000420536,0.001366453
YBR150C,0.456114098,6.275155477,0.000427435,0.001388107
YML038C,0.542026043,6.695259758,0.000432702,0.001404443
YFL017W-A,0.693770147,4.471846552,0.000433856,0.001407417
YGR026W,0.374571536,7.27196728,0.000437119,0.001416901
YKL216W,-0.315125118,9.093210383,0.000437259,0.001416901
YLR395C,0.445288434,5.843587449,0.000438871,0.001421347
YMR181C,0.495616947,6.313747588,0.00044316,0.001434452
YCR019W,0.587885724,5.01277427,0.000449781,0.001455087
YDR443C,0.463539149,6.153829765,0.000450537,0.001456736
YGL123W,-0.243260669,11.48003743,0.000455822,0.001473019
YIL074C,0.463638972,7.876219069,0.000456565,0.001474614
YMR284W,0.637804924,5.335117004,0.000458125,0.001478848
YKR087C,0.560099219,5.593934025,0.000459811,0.001483012
YJL185C,0.785353675,4.491294848,0.000459917,0.001483012
YIL177C,5.47887863,1.914967623,0.000460397,0.001483753
YHR075C,0.687224333,4.708535155,0.00046722,0.001504921
YOR237W,0.756849321,4.314024219,0.000470278,0.001513948
YFL046W,0.560079311,5.543042033,0.000471756,0.001517878
YJL163C,0.457207703,6.408001147,0.000472511,0.001519483
YDL149W,0.4670996,5.641649866,0.000474236,0.001523437
YFR031C,0.582593318,6.27970318,0.000474256,0.001523437
YPR005C,0.67792074,5.028392446,0.000478439,0.001536042
YLR210W,0.755106238,4.413014526,0.000481829,0.001546086
YPR188C,0.549973614,5.369371577,0.000484455,0.00155367
YHR169W,-1.038786418,4.804227382,0.000485491,0.00155582
YGR125W,0.391884956,6.532253767,0.000485709,0.00155582
YPR043W,-0.277541266,10.19672564,0.000485914,0.00155582
YJL140W,0.361410807,7.12694611,0.00048667,0.001557396
YNL159C,0.428900112,5.978201317,0.000487589,0.001559495
YHR082C,0.303551166,7.656793741,0.000488847,0.001562673
YKL160W,0.344962961,7.254203582,0.000497371,0.001589063
YLR073C,-1.534982186,2.565296414,0.00049782,0.001589639
YDR091C,-0.700694649,6.451006832,0.00049909,0.001592835
YDR316W-B,-3.966482975,4.617060381,0.000500653,0.001596963
YIL015W,-0.630738398,5.546458371,0.000501939,0.001600201
YMR018W,1.210068713,3.159329807,0.000508049,0.001618808
YNL145W,-1.024344868,6.109077169,0.000510482,0.001625684
YDR213W,-0.582164216,6.061248268,0.000514547,0.001637747
YGR184C,0.32786774,7.354309642,0.000517749,0.001646223
YLR126C,0.576819452,5.423737724,0.000517766,0.001646223
YAL032C,0.444690843,6.228286432,0.000519713,0.001651526
YLR323C,0.752424551,4.522753237,0.000521861,0.001657462
YJL013C,0.580666798,5.679045203,0.000523919,0.001662421
YBR079C,-0.464912024,8.600202289,0.000523984,0.001662421
YML018C,-0.47091847,6.132284261,0.000525443,0.001665551
YCL045C,0.31677523,7.988719229,0.000525534,0.001665551
YLR415C,1.813907158,2.309508588,0.000527411,0.001670605
YGR231C,0.323246115,7.835699075,0.000532822,0.001686842
YMR270C,0.528229537,5.741784837,0.000535569,0.001694631
YGR007W,0.368202879,7.068587243,0.000536366,0.001696248
YNL221C,-0.507947159,6.272708478,0.000541617,0.001711937
YBR103W,0.45805208,6.146213653,0.000543222,0.001715265
YDR113C,0.532791199,5.528618281,0.000543249,0.001715265
YIR012W,-0.382273587,6.780369764,0.000544631,0.00171871
YOR341W,-0.513117011,7.800831862,0.000548159,0.00172892
YNL067W,-0.314952392,8.674578766,0.000550913,0.001736682
YDR541C,0.532776522,5.383916542,0.000551593,0.001736984
YDR386W,0.628471481,4.857927403,0.000551596,0.001736984
YLR289W,0.714437586,4.780393186,0.000555694,0.001748957
YOR071C,0.458152977,5.671200965,0.000564716,0.001776409
YGR033C,0.611622796,6.195663595,0.000580692,0.001825692
YDL225W,0.429649027,6.512655211,0.000587129,0.001844952
YDR424C,0.487096499,5.89242023,0.00058777,0.001845202
YJL178C,0.40792068,6.986854172,0.000587945,0.001845202
YBR081C,0.444127254,6.388499672,0.000588145,0.001845202
YLR454W,0.381586587,6.585703865,0.000591697,0.001855363
YBL049W,1.033996842,3.729209142,0.000594949,0.001864571
YER013W,0.583488744,5.710170539,0.000595707,0.00186596
YMR311C,0.314782155,7.922695088,0.000602899,0.001887489
YER164W,0.361951741,7.071541386,0.000603534,0.001888477
YGR243W,0.61195454,6.671129277,0.000604636,0.001890926
YKR001C,0.287404567,7.91549073,0.000606001,0.001894192
YKL208W,0.641255958,4.820426982,0.000611178,0.001908442
YLR085C,0.472167135,6.019698901,0.000611205,0.001908442
YBR201W,0.577544086,5.31349224,0.000613134,0.001913455
YJL020C,0.442765373,8.112197742,0.000613887,0.001914797
YPL071C,0.604442758,5.269424858,0.000615108,0.001917593
YJL187C,0.484005254,5.961910696,0.000615857,0.00191892
YJR094C,0.997525366,3.970639597,0.000617293,0.001922382
YML082W,-0.723444605,5.700400628,0.000617958,0.001923438
YGL106W,0.324496762,7.836797554,0.000618991,0.001924776
YBR003W,0.419490865,6.536350469,0.000619038,0.001924776
YNR046W,-0.472739108,6.084709411,0.000622563,0.001934717
YNL147W,0.642584353,6.031581512,0.000622889,0.001934717
YNR074C,0.48069836,5.625172134,0.000625302,0.001941191
YKL042W,0.754017926,5.106866238,0.000629658,0.001953689
YIL043C,0.305702557,8.693319558,0.000636977,0.001975364
YLR430W,0.373642053,7.311908546,0.000640019,0.001983756
YGL130W,0.487795626,6.111360374,0.000641529,0.001987398
YMR316W,-0.473144106,6.371174081,0.00064516,0.0019976
YJL070C,0.445238974,5.961451449,0.000645564,0.001997805
YBL075C,0.433799041,5.554534878,0.000646689,0.002000241
YKL197C,0.459556277,5.577297882,0.000652358,0.002016719
YLR134W,0.621369361,5.026465161,0.000653757,0.00201999
YMR208W,0.385033566,6.887880885,0.000661109,0.002040978
YHL040C,-0.455567127,5.732485896,0.00066124,0.002040978
YDL045C,0.444301571,6.018955653,0.000664217,0.0020491
YDR068W,0.416318052,6.418807095,0.000673427,0.002076431
YDR351W,0.584138021,6.406882228,0.000674978,0.002080129
YDR107C,0.450169283,5.576242936,0.000679437,0.002092781
YPR051W,0.407726008,6.139919404,0.00067991,0.002093146
YER147C,0.431828912,5.821969655,0.000684687,0.002106757
YMR102C,-0.656821794,7.151698424,0.000687454,0.002114172
YDL090C,0.509642209,5.670530854,0.000694289,0.002134081
YOR229W,0.549868662,5.398944823,0.000695444,0.002135499
YMR098C,0.611522625,5.188022139,0.000695472,0.002135499
YJR130C,0.536884089,6.422133071,0.000696736,0.002138271
YNL314W,0.611218526,4.965762449,0.000700613,0.002149056
YGL261C,4.118493841,1.279713308,0.000707884,0.002170233
YBL029W,0.53727326,5.409808774,0.00071327,0.002185613
YMR116C,-0.245732829,11.47272682,0.000716128,0.002193234
YIL062C,0.377576075,7.711461882,0.000720506,0.002205501
YGR152C,0.507862314,6.206894855,0.000721824,0.002207849
YBR255C-A,0.738752838,5.015745719,0.000722019,0.002207849
YOR011W,0.544440354,5.761729981,0.00072409,0.002213036
YDL040C,0.379033208,7.328394041,0.000730516,0.002231523
YBR253W,0.545802004,5.649157871,0.000735601,0.002245897
YGL236C,-0.560056289,5.261964751,0.000741101,0.002261524
YIL165C,0.72242266,4.975256525,0.000741887,0.002262756
YNL101W,0.508439134,6.26053116,0.000742481,0.002263401
YPL162C,0.521165509,5.117501887,0.000748906,0.002281811
YBL052C,0.564905828,6.091187502,0.000751854,0.002289615
YPR147C,0.499425005,5.821605181,0.000753104,0.002292239
YIL115C,0.358137838,7.349120903,0.000754202,0.002294403
YBR048W,-0.285061861,9.918913828,0.000759407,0.002309051
YDR085C,-0.419628675,6.339367154,0.000759973,0.002309585
YER059W,0.440214002,6.406825359,0.000768484,0.002334251
YOR239W,0.406736715,7.746712222,0.000770391,0.002338841
YLR449W,-0.330167232,7.888620477,0.000777204,0.002358317
YPR133C,0.383334281,7.229435991,0.000778396,0.002360721
YBL060W,0.622869068,5.385768283,0.000782341,0.002371472
YNL144C,-0.453679072,7.234712471,0.000786666,0.0023831
YKL185W,-0.371999708,6.988135963,0.000786983,0.0023831
YIL167W,0.769885652,4.504130504,0.000791583,0.002395805
YML053C,0.555335949,5.965203167,0.000798461,0.002415386
YLL034C,-0.748620652,5.439914095,0.000801355,0.002422901
YKL013C,0.343194072,7.301904627,0.000811637,0.002452737
